Agent_Age,Agent_Rating,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Distance_km,Order_to_Pickup_Minutes,Order_Day,Order_DayName,Order_Month
25,4.5,Sandstorms,Medium ,van,Urban ,110.0,Cosmetics,9.32936392411261,5.0,21,Monday,3
39,4.5,Stormy,Medium ,scooter ,Metropolitian ,195.0,Kitchen,12.410204358275573,15.0,2,Saturday,4
35,5.0,Windy,Medium ,van,Metropolitian ,155.0,Toys,21.762350253657587,5.0,11,Friday,2
30,4.9,Cloudy,Jam ,motorcycle ,Metropolitian ,140.0,Shoes,9.142675622541825,15.0,11,Friday,2
37,4.2,Sunny,Jam ,motorcycle ,Metropolitian ,165.0,Outdoors,12.143065450791864,15.0,27,Sunday,3
29,4.7,Windy,Medium ,van,Metropolitian ,90.0,Shoes,10.844889295136392,5.0,18,Friday,3
34,4.8,Sunny,Medium ,scooter ,Urban ,90.0,Books,20.166027529984316,5.0,6,Wednesday,4
34,4.6,Cloudy,Jam ,van,Metropolitian ,220.0,Home,20.140905255245308,5.0,16,Wednesday,3
30,4.1,Sandstorms,Low ,motorcycle ,Metropolitian ,100.0,Books,7.774411302442309,5.0,28,Monday,3
33,4.5,Sandstorms,Jam ,motorcycle ,Metropolitian ,180.0,Clothing,7.922804728908756,5.0,18,Friday,3
23,5.0,Fog,Medium ,motorcycle ,Metropolitian ,39.0,Grocery,13.740852946326266,15.0,8,Tuesday,3
38,4.5,Sandstorms,Medium ,motorcycle ,Metropolitian ,130.0,Sports,14.489875750700012,15.0,6,Sunday,3
34,5.0,Sunny,Jam ,motorcycle ,Metropolitian ,130.0,Jewelry,14.477700181706116,10.0,12,Saturday,3
37,4.4,Cloudy,High ,motorcycle ,Metropolitian ,195.0,Sports,1.4639291722377825,10.0,13,Sunday,2
30,4.7,Cloudy,Low ,motorcycle ,Urban ,95.0,Pet Supplies,4.64847378122608,15.0,17,Thursday,3
32,4.7,Fog,Low ,motorcycle ,Metropolitian ,85.0,Jewelry,4.664779343911224,15.0,3,Thursday,3
32,4.8,Stormy,Medium ,motorcycle ,Metropolitian ,155.0,Cosmetics,9.177049632235144,10.0,5,Tuesday,4
22,4.9,Stormy,Low ,van,Urban ,60.0,Skincare,9.074224662550684,10.0,21,Monday,3
37,4.2,Sunny,Jam ,motorcycle ,Metropolitian ,220.0,Cosmetics,17.10286266166346,10.0,12,Saturday,3
38,4.9,Sunny,Medium ,motorcycle ,Metropolitian ,140.0,Outdoors,17.042860218698433,10.0,25,Friday,3
36,5.0,Windy,Low ,motorcycle ,Metropolitian ,145.0,Cosmetics,3.036047445255293,10.0,3,Thursday,3
21,4.9,Stormy,Medium ,scooter ,Metropolitian ,125.0,Pet Supplies,9.296531667508525,5.0,3,Sunday,4
23,4.1,Stormy,Low ,motorcycle ,Metropolitian ,100.0,Toys,1.5296079435698755,5.0,3,Thursday,3
23,4.7,Windy,Low ,motorcycle ,Urban ,55.0,Kitchen,8.976329464103703,10.0,15,Tuesday,2
22,4.7,Stormy,Low ,motorcycle ,Metropolitian ,65.0,Toys,1.5549575617693234,15.0,3,Thursday,3
30,4.7,Windy,Low ,scooter ,Metropolitian ,135.0,Clothing,1.5548957532429257,15.0,11,Friday,3
27,4.7,Sandstorms,Jam ,motorcycle ,Metropolitian ,140.0,Sports,21.451121148675174,5.0,11,Friday,3
30,4.6,Stormy,Medium ,motorcycle ,Metropolitian ,190.0,Home,4.582241705523986,15.0,13,Sunday,3
30,4.8,Cloudy,Jam ,motorcycle ,Metropolitian ,235.0,Cosmetics,11.737923768988582,10.0,12,Saturday,2
24,4.6,Stormy,Medium ,motorcycle ,Metropolitian ,125.0,Home,7.439900598905654,15.0,3,Sunday,4
30,4.3,Sunny,Jam ,motorcycle ,Metropolitian ,185.0,Snacks,16.79174975722801,10.0,18,Friday,3
37,4.6,Windy,Low ,scooter ,Metropolitian ,130.0,Apparel,4.587554339065332,5.0,5,Saturday,3
33,4.4,Fog,High ,motorcycle ,Metropolitian ,180.0,Apparel,6.197822797658338,15.0,13,Sunday,3
32,4.8,Sunny,Low ,scooter ,Metropolitian ,60.0,Books,20.990188064096646,10.0,17,Thursday,3
30,5.0,Sandstorms,Medium ,motorcycle ,Metropolitian ,120.0,Shoes,12.236043012743853,10.0,12,Saturday,3
35,4.9,Fog,Low ,van,Metropolitian ,130.0,Outdoors,13.611055665949733,15.0,10,Thursday,3
28,4.7,Sunny,Medium ,motorcycle ,Urban ,85.0,Snacks,3.3578020410276315,15.0,9,Wednesday,3
31,4.8,Windy,Low ,motorcycle ,Urban ,115.0,Apparel,25.223283616539824,5.0,18,Friday,3
29,4.8,Stormy,Low ,scooter ,Other,60.0,Outdoors,12.235622216061369,15.0,31,Thursday,3
20,4.6,Windy,Medium ,motorcycle ,Urban ,100.0,Sports,6.11665551862884,15.0,1,Tuesday,3
31,4.8,Stormy,High ,motorcycle ,Metropolitian ,26.0,Grocery,6.041529490667358,5.0,5,Tuesday,4
21,4.0,Stormy,Medium ,motorcycle ,Urban ,190.0,Jewelry,12.395166302654733,5.0,23,Wednesday,3
31,4.7,Sunny,Low ,scooter ,Metropolitian ,115.0,Outdoors,10.846831683112223,10.0,8,Tuesday,3
31,4.4,Sandstorms,Jam ,van,Metropolitian ,200.0,Outdoors,13.942286436722357,15.0,4,Monday,4
24,4.7,Fog,Low ,motorcycle ,Metropolitian ,110.0,Sports,19.94039158436463,10.0,27,Sunday,3
39,4.4,Sandstorms,Low ,motorcycle ,Metropolitian ,145.0,Jewelry,3.0359578343676326,5.0,24,Thursday,3
29,5.0,Fog,Medium ,motorcycle ,Metropolitian ,145.0,Books,21.762350253657587,10.0,13,Sunday,3
26,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,120.0,Jewelry,10.403515969720665,5.0,12,Saturday,2
36,4.4,Windy,Medium ,motorcycle ,Urban ,235.0,Pet Supplies,20.828106028653227,5.0,2,Wednesday,3
24,4.5,Windy,Jam ,motorcycle ,Urban ,20.0,Grocery,10.70582002870246,5.0,12,Saturday,3
33,4.5,Sunny,Jam ,scooter ,Other,95.0,Outdoors,20.13933830004732,5.0,14,Monday,3
39,4.7,Sandstorms,Medium ,scooter ,Metropolitian ,140.0,Sports,8.927484839963503,5.0,21,Monday,3
26,4.7,Sandstorms,Low ,scooter ,Metropolitian ,50.0,Toys,2.9768087767772324,15.0,19,Saturday,3
25,4.5,Stormy,Low ,motorcycle ,Metropolitian ,95.0,Shoes,17.040675423590454,10.0,27,Sunday,3
30,4.6,Sandstorms,High ,scooter ,Urban ,140.0,Home,3.0205754048362454,15.0,5,Tuesday,4
32,4.7,Cloudy,Jam ,motorcycle ,Metropolitian ,230.0,Books,17.04121281086054,15.0,4,Monday,4
29,4.6,Stormy,High ,motorcycle ,Urban ,150.0,Snacks,6.2195799756053045,15.0,5,Saturday,3
29,4.6,Cloudy,Jam ,scooter ,Metropolitian ,130.0,Kitchen,7.562215964137628,15.0,11,Friday,3
29,5.0,Sunny,Jam ,motorcycle ,Metropolitian ,90.0,Toys,10.43250151891201,15.0,16,Wednesday,2
33,4.6,Fog,Low ,motorcycle ,Urban ,105.0,Outdoors,7.638167710243232,5.0,5,Saturday,3
20,4.6,Stormy,High ,motorcycle ,Metropolitian ,115.0,Skincare,6.0498393591498365,5.0,17,Thursday,3
36,4.0,Cloudy,Medium ,motorcycle ,Metropolitian ,170.0,Snacks,9.165678378618614,5.0,5,Saturday,3
20,5.0,Sandstorms,Jam ,motorcycle ,Metropolitian ,150.0,Electronics,7.669965433276151,5.0,3,Thursday,3
32,4.4,Stormy,Medium ,motorcycle ,Metropolitian ,170.0,Electronics,4.453785273608607,5.0,30,Wednesday,3
37,5.0,Sandstorms,Low ,motorcycle ,Metropolitian ,120.0,Electronics,12.142206335992308,15.0,4,Monday,4
23,4.9,Windy,Medium ,scooter ,Metropolitian ,125.0,Skincare,22.991731383953567,10.0,18,Friday,2
20,5.0,Fog,Low ,scooter ,Urban ,55.0,Cosmetics,2.9760623754425413,5.0,3,Thursday,3
30,4.2,Sandstorms,Low ,motorcycle ,Metropolitian ,140.0,Electronics,4.6646029783419385,15.0,30,Wednesday,3
31,4.9,Cloudy,Jam ,motorcycle ,Metropolitian ,155.0,Home,7.443866993367354,15.0,3,Thursday,3
29,4.8,Fog,Low ,scooter ,Urban ,60.0,Toys,3.020731790895242,15.0,28,Monday,3
25,5.0,Fog,Jam ,scooter ,Urban ,135.0,Skincare,4.6541316710672564,10.0,5,Saturday,3
37,5.0,Fog,Jam ,motorcycle ,Metropolitian ,180.0,Shoes,16.10037667090034,5.0,12,Saturday,2
25,5.0,Fog,Jam ,van,Metropolitian ,110.0,Kitchen,21.762350253657587,15.0,11,Friday,2
24,4.4,Stormy,Jam ,motorcycle ,Metropolitian ,175.0,Toys,13.76611370410258,5.0,20,Sunday,3
24,4.7,Sunny,Jam ,motorcycle ,Urban ,80.0,Apparel,13.941533701364968,10.0,12,Saturday,3
37,4.7,Cloudy,Low ,motorcycle ,Metropolitian ,26.0,Grocery,7.589832671093596,15.0,26,Saturday,3
32,4.8,Sandstorms,Low ,scooter ,Urban ,120.0,Pet Supplies,20.755883340140397,5.0,13,Sunday,2
31,4.5,Sandstorms,Medium ,scooter ,Metropolitian ,160.0,Shoes,12.439082968814082,15.0,14,Monday,3
35,4.7,Sandstorms,Low ,scooter ,Urban ,145.0,Home,9.295709409330447,5.0,24,Thursday,3
27,4.7,Fog,Low ,motorcycle ,Metropolitian ,60.0,Toys,3.1145835966801942,10.0,11,Friday,2
25,4.6,Fog,Jam ,scooter ,Urban ,220.0,Clothing,10.845823925902781,5.0,16,Wednesday,3
33,4.8,Windy,Medium ,motorcycle ,Metropolitian ,125.0,Snacks,6.205284711948613,15.0,19,Saturday,3
33,4.1,Windy,High ,scooter ,Metropolitian ,155.0,Clothing,6.095320439686475,10.0,17,Thursday,2
34,4.5,Windy,Low ,motorcycle ,Metropolitian ,90.0,Home,10.666345347706633,5.0,18,Friday,2
36,4.6,Stormy,Medium ,motorcycle ,Metropolitian ,140.0,Outdoors,9.296672611790157,10.0,11,Friday,3
21,5.0,Sandstorms,Low ,motorcycle ,Metropolitian ,55.0,Cosmetics,1.5124934070328935,15.0,1,Friday,4
34,4.9,Sandstorms,High ,scooter ,Metropolitian ,150.0,Kitchen,3.09923698706867,5.0,30,Wednesday,3
37,4.7,Cloudy,Jam ,scooter ,Metropolitian ,245.0,Cosmetics,13.961250521758789,15.0,16,Wednesday,3
32,5.0,Windy,Low ,van,Urban ,95.0,Apparel,16.802128516305924,10.0,10,Thursday,3
34,4.9,Cloudy,Medium ,motorcycle ,Metropolitian ,220.0,Pet Supplies,17.10291141849602,10.0,10,Thursday,3
29,4.7,Stormy,Jam ,scooter ,Metropolitian ,125.0,Home,9.297357613567044,10.0,24,Thursday,3
28,5.0,Cloudy,Jam ,motorcycle ,Metropolitian ,160.0,Clothing,12.438505230257075,10.0,31,Thursday,3
33,4.9,Sunny,High ,motorcycle ,Metropolitian ,100.0,Shoes,6.0411743878610205,10.0,13,Sunday,3
25,4.8,Windy,Low ,motorcycle ,Metropolitian ,95.0,Snacks,1.5493574837899744,15.0,5,Tuesday,4
35,4.9,Fog,Medium ,motorcycle ,Metropolitian ,85.0,Sports,9.247384045507934,5.0,13,Sunday,2
23,4.9,Fog,Medium ,scooter ,Metropolitian ,90.0,Apparel,4.553656452165022,10.0,1,Friday,4
32,4.9,Sandstorms,Jam ,motorcycle ,Urban ,130.0,Home,9.297354296194783,15.0,9,Wednesday,3
25,5.0,Sunny,Medium ,motorcycle ,Metropolitian ,135.0,Clothing,13.745572504565807,15.0,8,Tuesday,3
39,4.8,Windy,Medium ,motorcycle ,Metropolitian ,170.0,Home,7.746447000058103,5.0,30,Wednesday,3
33,4.7,Stormy,Jam ,scooter ,Metropolitian ,165.0,Electronics,7.551093149239608,15.0,13,Sunday,3
20,4.8,Cloudy,Medium ,scooter ,Urban ,50.0,Home,4.680927848621982,10.0,3,Sunday,4
24,4.9,Sandstorms,Low ,motorcycle ,Metropolitian ,85.0,Apparel,2.9763252713823323,15.0,13,Sunday,3
29,4.6,Stormy,Low ,scooter ,Metropolitian ,75.0,Books,19.637257466273653,10.0,23,Wednesday,3
20,4.8,Fog,Medium ,motorcycle ,Urban ,75.0,Books,7.74763816269579,10.0,3,Thursday,3
30,4.5,Windy,Jam ,motorcycle ,Metropolitian ,30.0,Grocery,10.059346639381681,15.0,6,Wednesday,4
33,4.7,Cloudy,Medium ,scooter ,Urban ,165.0,Jewelry,10.687630840937123,15.0,27,Sunday,3
24,4.5,Sandstorms,Jam ,motorcycle ,Metropolitian ,140.0,Books,19.938928010566755,15.0,25,Friday,3
29,4.6,Fog,Low ,motorcycle ,Metropolitian ,105.0,Jewelry,19.939345878302397,5.0,10,Thursday,3
28,4.7,Windy,Low ,van,Metropolitian ,75.0,Outdoors,10.689046567961848,5.0,14,Monday,3
37,4.2,Sunny,Jam ,scooter ,Metropolitian ,170.0,Electronics,19.880325485248004,10.0,27,Sunday,3
34,4.7,Fog,Medium ,motorcycle ,Metropolitian ,150.0,Outdoors,20.14107759067161,15.0,4,Monday,4
36,4.6,Stormy,Jam ,motorcycle ,Metropolitian ,125.0,Snacks,13.96160875013975,15.0,31,Thursday,3
22,4.7,Sunny,Jam ,scooter ,Urban ,60.0,Sports,7.670252503433443,15.0,15,Tuesday,3
20,4.8,Sunny,Jam ,motorcycle ,Metropolitian ,115.0,Jewelry,20.862118112121063,15.0,14,Monday,2
28,4.6,Fog,Jam ,van,Metropolitian ,145.0,Cosmetics,7.747301749382407,15.0,26,Saturday,3
39,4.4,Windy,High ,motorcycle ,Metropolitian ,190.0,Toys,2.9760751590737056,5.0,17,Thursday,3
21,5.0,Stormy,High ,scooter ,Metropolitian ,70.0,Snacks,1.5341836727606684,5.0,24,Thursday,3
39,4.2,Stormy,Low ,motorcycle ,Metropolitian ,125.0,Cosmetics,4.072887625711742,5.0,24,Thursday,3
38,5.0,Stormy,Low ,scooter ,Metropolitian ,130.0,Cosmetics,7.7482872035100545,10.0,5,Tuesday,4
30,4.9,Cloudy,Medium ,motorcycle ,Metropolitian ,140.0,Pet Supplies,6.0953136026343495,15.0,11,Friday,2
38,4.9,Sunny,Low ,scooter ,Metropolitian ,80.0,Electronics,1.5125412443971376,5.0,3,Sunday,4
20,4.7,Cloudy,Low ,motorcycle ,Metropolitian ,105.0,Books,17.10255644983933,5.0,6,Sunday,3
27,4.1,Windy,Low ,motorcycle ,Metropolitian ,85.0,Toys,2.9761660298267127,15.0,9,Wednesday,3
25,4.9,Cloudy,High ,scooter ,Metropolitian ,160.0,Snacks,6.135765048576284,5.0,30,Wednesday,3
24,4.7,Cloudy,High ,scooter ,Other,110.0,Kitchen,6.196774380643406,15.0,1,Friday,4
34,4.6,Stormy,Jam ,motorcycle ,Metropolitian ,265.0,Kitchen,25.223283616539824,15.0,2,Wednesday,3
38,4.7,Windy,Medium ,motorcycle ,Metropolitian ,130.0,Kitchen,21.762350253657587,5.0,17,Thursday,2
32,5.0,Stormy,Jam ,motorcycle ,Metropolitian ,265.0,Pet Supplies,20.211745361504864,10.0,6,Sunday,3
23,5.0,Windy,Low ,van,Urban ,60.0,Cosmetics,10.737368629843502,15.0,23,Wednesday,3
24,4.8,Stormy,Low ,scooter ,Metropolitian ,85.0,Books,10.84370492508175,10.0,18,Friday,3
34,4.9,Sandstorms,Low ,scooter ,Metropolitian ,80.0,Snacks,12.271798836615678,5.0,29,Tuesday,3
26,4.6,Stormy,Jam ,motorcycle ,Metropolitian ,115.0,Jewelry,17.04281933058374,10.0,2,Wednesday,3
20,4.7,Sandstorms,Jam ,motorcycle ,Metropolitian ,190.0,Snacks,10.846061827066512,5.0,27,Sunday,3
39,4.8,Stormy,High ,scooter ,Metropolitian ,140.0,Skincare,21.1930798614046,15.0,13,Sunday,3
21,4.7,Sandstorms,Medium ,motorcycle ,Urban ,75.0,Pet Supplies,20.82399540351757,15.0,2,Wednesday,3
25,4.7,Windy,Low ,scooter ,Metropolitian ,75.0,Sports,22.535182388198077,10.0,14,Monday,3
26,4.9,Cloudy,Medium ,motorcycle ,Metropolitian ,95.0,Kitchen,9.162403230196174,10.0,15,Tuesday,3
21,4.9,Sandstorms,High ,motorcycle ,Metropolitian ,80.0,Electronics,21.1930798614046,15.0,24,Thursday,3
31,4.6,Sunny,Jam ,scooter ,Urban ,75.0,Books,13.71350478925863,15.0,16,Wednesday,2
39,4.7,Cloudy,Medium ,motorcycle ,Metropolitian ,140.0,Snacks,4.64847378122608,5.0,15,Tuesday,3
36,3.7,Stormy,Jam ,motorcycle ,Metropolitian ,180.0,Skincare,14.461229962383872,15.0,20,Sunday,3
36,4.6,Sunny,Medium ,scooter ,Metropolitian ,105.0,Snacks,10.42101406858604,5.0,12,Saturday,3
33,4.6,Windy,Medium ,motorcycle ,Urban ,135.0,Books,7.439903377482956,5.0,5,Saturday,3
31,4.8,Fog,Medium ,van,Metropolitian ,90.0,Shoes,20.990188064096646,5.0,24,Thursday,3
37,4.5,Cloudy,Medium ,van,Metropolitian ,80.0,Skincare,7.5510643695802955,15.0,17,Thursday,3
36,5.0,Cloudy,Medium ,scooter ,Other,170.0,Toys,12.438888796445049,15.0,18,Friday,3
31,4.3,Windy,Jam ,van,Metropolitian ,155.0,Pet Supplies,24.031775270041678,10.0,8,Tuesday,3
30,4.5,Sunny,Low ,scooter ,Metropolitian ,100.0,Clothing,14.016531540151913,15.0,14,Monday,2
37,4.7,Fog,Low ,scooter ,Metropolitian ,95.0,Jewelry,1.5341913598605772,10.0,13,Sunday,3
27,5.0,Fog,Low ,scooter ,Metropolitian ,65.0,Books,4.66463214926593,10.0,3,Thursday,3
35,4.7,Stormy,Low ,van,Metropolitian ,125.0,Cosmetics,1.5340279311561753,5.0,3,Sunday,4
34,4.9,Stormy,Low ,motorcycle ,Metropolitian ,135.0,Shoes,4.654125267189119,5.0,11,Friday,3
24,4.6,Sunny,Medium ,motorcycle ,Metropolitian ,90.0,Cosmetics,13.80555316712384,10.0,4,Friday,3
35,4.8,Stormy,Low ,van,Metropolitian ,125.0,Apparel,3.053432734114789,10.0,15,Tuesday,3
28,4.5,Sandstorms,Low ,motorcycle ,Metropolitian ,55.0,Clothing,19.94021940160752,10.0,10,Thursday,3
28,4.8,Sandstorms,Low ,van,Metropolitian ,50.0,Jewelry,12.213270282424675,15.0,8,Tuesday,3
22,4.5,Windy,Jam ,motorcycle ,Metropolitian ,125.0,Pet Supplies,10.883809439830864,15.0,2,Wednesday,3
24,4.8,Stormy,Medium ,motorcycle ,Metropolitian ,140.0,Clothing,7.589230819894175,10.0,1,Tuesday,3
32,4.8,Cloudy,Medium ,motorcycle ,Metropolitian ,220.0,Shoes,13.765486375576513,5.0,4,Monday,4
35,4.9,Windy,Jam ,motorcycle ,Metropolitian ,215.0,Jewelry,19.879046170844394,10.0,6,Sunday,3
27,4.9,Cloudy,Low ,motorcycle ,Urban ,50.0,Jewelry,1.5295675788938714,5.0,5,Saturday,3
36,4.7,Sandstorms,Jam ,motorcycle ,Metropolitian ,135.0,Pet Supplies,5.588045645602422,15.0,30,Wednesday,3
33,4.7,Sandstorms,Low ,motorcycle ,Metropolitian ,140.0,Pet Supplies,13.805228599411375,10.0,20,Sunday,3
37,4.9,Cloudy,Jam ,motorcycle ,Metropolitian ,225.0,Snacks,14.405711446849413,15.0,25,Friday,3
21,4.6,Sunny,Jam ,scooter ,Metropolitian ,95.0,Jewelry,9.29577916000993,10.0,26,Saturday,3
21,4.8,Sunny,Medium ,motorcycle ,Metropolitian ,95.0,Apparel,17.10291141849602,5.0,23,Wednesday,3
30,4.9,Windy,Low ,motorcycle ,Metropolitian ,145.0,Clothing,12.081477812683922,5.0,6,Sunday,3
36,4.6,Cloudy,Jam ,scooter ,Metropolitian ,230.0,Snacks,12.098912595996772,15.0,2,Saturday,4
26,4.7,Sunny,Low ,motorcycle ,Urban ,65.0,Skincare,3.0358329337402403,15.0,1,Friday,4
22,4.6,Sandstorms,High ,motorcycle ,Metropolitian ,130.0,Pet Supplies,6.135875610009266,5.0,19,Saturday,3
39,4.7,Stormy,High ,scooter ,Urban ,29.0,Grocery,2.869228620212094,5.0,17,Thursday,2
26,4.0,Fog,Medium ,motorcycle ,Metropolitian ,185.0,Pet Supplies,19.73032946503108,5.0,12,Saturday,3
38,4.0,Stormy,Medium ,scooter ,Metropolitian ,165.0,Home,4.583876758825483,10.0,5,Tuesday,4
24,4.8,Fog,Low ,scooter ,Urban ,90.0,Pet Supplies,3.059093555186786,5.0,7,Monday,3
22,4.5,Stormy,Medium ,motorcycle ,Metropolitian ,105.0,Cosmetics,21.1930798614046,10.0,15,Tuesday,2
24,4.633780473846858,Cloudy,Low ,motorcycle ,Metropolitian ,145.0,Cosmetics,22.124522687009016,15.0,12,Saturday,2
24,4.4,Fog,Jam ,scooter ,Metropolitian ,155.0,Cosmetics,19.93985977406209,15.0,2,Wednesday,3
34,4.7,Fog,Medium ,motorcycle ,Metropolitian ,220.0,Skincare,12.143475859356391,10.0,14,Monday,3
33,4.3,Sunny,Jam ,motorcycle ,Urban ,155.0,Kitchen,10.689181764692147,5.0,10,Thursday,3
31,4.5,Stormy,Jam ,scooter ,Metropolitian ,140.0,Jewelry,10.846061827066512,15.0,4,Monday,4
25,4.9,Sunny,Low ,motorcycle ,Metropolitian ,115.0,Kitchen,16.821156587990316,15.0,6,Wednesday,4
34,4.9,Fog,Low ,van,Metropolitian ,90.0,Apparel,4.649061303070843,10.0,3,Sunday,4
28,4.6,Sandstorms,Jam ,motorcycle ,Metropolitian ,25.0,Grocery,19.6593440522741,10.0,2,Wednesday,3
27,4.1,Sandstorms,Low ,motorcycle ,Metropolitian ,80.0,Books,7.774583711944046,10.0,17,Thursday,3
29,4.2,Stormy,Low ,motorcycle ,Metropolitian ,75.0,Sports,4.554109914568528,15.0,30,Wednesday,3
22,4.9,Sandstorms,High ,motorcycle ,Other,100.0,Home,1.5072987935606605,10.0,3,Sunday,4
29,4.3,Fog,Medium ,motorcycle ,Metropolitian ,160.0,Books,19.730372280538887,10.0,6,Wednesday,4
34,4.9,Fog,Low ,motorcycle ,Metropolitian ,120.0,Sports,3.0158365484807006,5.0,17,Thursday,2
27,4.5,Sandstorms,Jam ,motorcycle ,Metropolitian ,145.0,Sports,13.765486375576513,15.0,25,Friday,3
25,5.0,Sunny,Jam ,scooter ,Metropolitian ,50.0,Shoes,20.990188064096646,5.0,17,Thursday,3
33,4.5,Windy,Low ,scooter ,Metropolitian ,115.0,Toys,1.5180978782571646,15.0,11,Friday,3
22,5.0,Fog,Jam ,scooter ,Metropolitian ,120.0,Shoes,7.432523539213011,10.0,17,Thursday,2
37,5.0,Fog,Low ,motorcycle ,Urban ,190.0,Cosmetics,19.729375247155,10.0,14,Monday,3
20,4.6,Stormy,Jam ,motorcycle ,Metropolitian ,130.0,Books,16.39238365813662,15.0,14,Monday,2
28,4.8,Stormy,High ,motorcycle ,Metropolitian ,35.0,Grocery,2.927842649033133,5.0,15,Tuesday,2
28,4.8,Windy,Low ,van,Metropolitian ,55.0,Toys,1.554950180979803,5.0,1,Friday,4
32,4.6,Fog,Medium ,scooter ,Metropolitian ,85.0,Books,21.1930798614046,15.0,3,Thursday,3
34,4.7,Windy,Jam ,motorcycle ,Metropolitian ,140.0,Snacks,7.747885670536473,15.0,3,Thursday,3
20,4.5,Stormy,Jam ,motorcycle ,Metropolitian ,130.0,Pet Supplies,4.601874452778276,5.0,30,Wednesday,3
34,4.1,Cloudy,Jam ,scooter ,Metropolitian ,190.0,Clothing,7.551253060545832,5.0,19,Saturday,3
23,4.7,Sandstorms,Medium ,scooter ,Metropolitian ,110.0,Snacks,12.407988365612134,10.0,2,Saturday,4
32,4.6,Fog,Low ,scooter ,Metropolitian ,95.0,Apparel,20.844056260167147,15.0,11,Friday,2
20,4.8,Sunny,High ,motorcycle ,Urban ,60.0,Cosmetics,21.1930798614046,15.0,11,Friday,3
32,4.8,Sunny,Jam ,motorcycle ,Metropolitian ,100.0,Snacks,6.8148139283375295,5.0,9,Wednesday,3
31,4.1,Cloudy,Jam ,scooter ,Metropolitian ,245.0,Cosmetics,16.822951404385034,15.0,14,Monday,3
39,4.6,Stormy,Jam ,motorcycle ,Urban ,145.0,Pet Supplies,19.881567340416105,15.0,6,Sunday,3
21,4.4,Cloudy,High ,scooter ,Metropolitian ,34.0,Grocery,1.4673224634988402,5.0,15,Tuesday,2
38,4.7,Cloudy,Jam ,scooter ,Metropolitian ,240.0,Kitchen,10.84648491635075,15.0,16,Wednesday,3
32,4.1,Fog,Jam ,scooter ,Metropolitian ,230.0,Clothing,13.393659551411588,10.0,20,Sunday,3
31,4.7,Fog,Jam ,motorcycle ,Metropolitian ,200.0,Clothing,20.536470143667497,10.0,12,Saturday,2
20,4.7,Sunny,Jam ,motorcycle ,Metropolitian ,105.0,Toys,12.316585214052472,10.0,12,Saturday,3
34,4.6,Stormy,High ,scooter ,Metropolitian ,170.0,Electronics,1.551363898457269,15.0,21,Monday,3
21,4.6,Stormy,Jam ,motorcycle ,Metropolitian ,130.0,Cosmetics,4.553818794873717,10.0,1,Tuesday,3
22,4.9,Stormy,High ,motorcycle ,Metropolitian ,185.0,Skincare,6.118655404534047,10.0,24,Thursday,3
27,4.8,Sunny,Jam ,scooter ,Metropolitian ,75.0,Shoes,9.295656989001298,15.0,17,Thursday,3
29,4.5,Fog,Jam ,motorcycle ,Metropolitian ,205.0,Home,19.941385867885913,15.0,20,Sunday,3
36,4.7,Sandstorms,Medium ,scooter ,Metropolitian ,105.0,Electronics,16.347477605551685,10.0,16,Wednesday,2
28,4.1,Fog,Jam ,scooter ,Metropolitian ,160.0,Outdoors,13.962610508154095,15.0,4,Friday,3
25,5.0,Fog,High ,van,Metropolitian ,130.0,Outdoors,1.5340125223641272,10.0,1,Tuesday,3
30,4.8,Sandstorms,Medium ,motorcycle ,Metropolitian ,235.0,Skincare,13.941388211073699,10.0,2,Saturday,4
35,4.9,Stormy,Jam ,scooter ,Metropolitian ,160.0,Electronics,4.6720403065828195,10.0,13,Sunday,2
25,4.8,Sandstorms,Low ,scooter ,Metropolitian ,75.0,Electronics,9.106847014844618,15.0,3,Sunday,4
27,4.6,Fog,Jam ,motorcycle ,Metropolitian ,245.0,Snacks,19.659104803877018,15.0,4,Friday,3
22,4.6,Sunny,Jam ,scooter ,Metropolitian ,105.0,Skincare,10.693142439128849,10.0,2,Saturday,4
20,4.9,Windy,Jam ,motorcycle ,Metropolitian ,105.0,Jewelry,19.659356690368107,15.0,8,Tuesday,3
23,4.7,Stormy,Low ,motorcycle ,Metropolitian ,80.0,Clothing,13.591721626631704,15.0,8,Tuesday,3
29,4.9,Cloudy,Jam ,motorcycle ,Metropolitian ,175.0,Books,20.166599832051194,15.0,14,Monday,3
39,4.7,Cloudy,Low ,motorcycle ,Metropolitian ,110.0,Pet Supplies,1.5493596914279444,5.0,30,Wednesday,3
29,4.8,Stormy,Jam ,scooter ,Urban ,70.0,Pet Supplies,9.063101192712567,15.0,1,Friday,4
28,4.6,Windy,Jam ,scooter ,Urban ,145.0,Cosmetics,20.140136453106805,10.0,6,Sunday,3
33,4.7,Stormy,Low ,motorcycle ,Metropolitian ,110.0,Outdoors,10.707268672949962,15.0,2,Wednesday,3
28,4.8,Sunny,Low ,motorcycle ,Urban ,50.0,Snacks,4.581196682217199,15.0,15,Tuesday,3
29,4.5,Sunny,Medium ,motorcycle ,Metropolitian ,60.0,Cosmetics,19.85703068063584,15.0,4,Friday,3
28,4.6,Sunny,Jam ,motorcycle ,Metropolitian ,95.0,Outdoors,4.5317745916199,10.0,1,Friday,4
